Time : 2/2/2017 4:02:55 AM
29.87766 INFO Goes into Track mode.
29.87768 INFO Goes into Escape mode.
29.91076 INFO Goes into Track mode.
29.91079 INFO Goes into Escape mode.
29.92731 INFO Goes into Track mode.
29.92733 INFO Goes into Escape mode.
29.94397 INFO Goes into Track mode.
29.94399 INFO Goes into Escape mode.
29.96047 INFO Goes into Track mode.
29.96049 INFO Goes into Escape mode.
29.97704 INFO Goes into Track mode.
29.97705 INFO Goes into Escape mode.
30.01017 INFO Goes into Track mode.
30.0102 INFO Goes into Escape mode.
30.02672 INFO Goes into Track mode.
30.02674 INFO Goes into Escape mode.
30.04328 INFO Goes into Track mode.
30.0433 INFO Goes into Escape mode.
30.05989 INFO Goes into Track mode.
30.05992 INFO Goes into Escape mode.
30.07645 INFO Goes into Track mode.
30.07647 INFO Goes into Escape mode.
30.1097 INFO Goes into Track mode.
30.10972 INFO Goes into Escape mode.
30.12611 INFO Goes into Track mode.
30.12613 INFO Goes into Escape mode.
30.14272 INFO Goes into Track mode.
30.14275 INFO Goes into Escape mode.
30.15928 INFO Goes into Track mode.
30.1593 INFO Goes into Escape mode.
30.17583 INFO Goes into Track mode.
30.17586 INFO Goes into Escape mode.
30.20897 INFO Goes into Track mode.
30.20899 INFO Goes into Escape mode.
30.22555 INFO Goes into Track mode.
30.22556 INFO Goes into Escape mode.
30.24209 INFO Goes into Track mode.
30.24211 INFO Goes into Escape mode.
30.25869 INFO Goes into Track mode.
30.25871 INFO Goes into Escape mode.
30.29183 INFO Goes into Track mode.
30.29185 INFO Goes into Escape mode.
30.30839 INFO Goes into Track mode.
30.30841 INFO Goes into Escape mode.
30.32494 INFO Goes into Track mode.
30.32496 INFO Goes into Escape mode.
30.34151 INFO Goes into Track mode.
30.34153 INFO Goes into Escape mode.
30.35806 INFO Goes into Track mode.
30.35809 INFO Goes into Escape mode.
30.39126 INFO Goes into Track mode.
30.39128 INFO Goes into Escape mode.
30.40778 INFO Goes into Track mode.
30.4078 INFO Goes into Escape mode.
30.42432 INFO Goes into Track mode.
30.42434 INFO Goes into Escape mode.
30.44097 INFO Goes into Track mode.
30.44099 INFO Goes into Escape mode.
30.45747 INFO Goes into Track mode.
30.45749 INFO Goes into Escape mode.
30.49063 INFO Goes into Track mode.
30.49065 INFO Goes into Escape mode.
30.50721 INFO Goes into Track mode.
30.50723 INFO Goes into Escape mode.
30.52376 INFO Goes into Track mode.
30.52378 INFO Goes into Escape mode.
30.54032 INFO Goes into Track mode.
30.54034 INFO Goes into Escape mode.
30.55687 INFO Goes into Track mode.
30.55689 INFO Goes into Escape mode.
30.58999 INFO Goes into Track mode.
30.59001 INFO Goes into Escape mode.
30.60656 INFO Goes into Track mode.
30.60658 INFO Goes into Escape mode.
30.62312 INFO Goes into Track mode.
30.62314 INFO Goes into Escape mode.
30.63969 INFO Goes into Track mode.
30.63971 INFO Goes into Escape mode.
30.65629 INFO Goes into Track mode.
30.65631 INFO Goes into Escape mode.
30.68954 INFO Goes into Track mode.
30.68956 INFO Goes into Escape mode.
30.706 INFO Goes into Track mode.
30.70601 INFO Goes into Escape mode.
30.72259 INFO Goes into Track mode.
30.7226 INFO Goes into Escape mode.
30.73912 INFO Goes into Track mode.
30.73914 INFO Goes into Escape mode.
30.75576 INFO Goes into Track mode.
30.75577 INFO Goes into Escape mode.
30.78885 INFO Goes into Track mode.
30.78886 INFO Goes into Escape mode.
30.8054 INFO Goes into Track mode.
30.80542 INFO Goes into Escape mode.
30.82195 INFO Goes into Track mode.
30.82196 INFO Goes into Escape mode.
30.83855 INFO Goes into Track mode.
30.83857 INFO Goes into Escape mode.
30.8717 INFO Goes into Track mode.
30.87172 INFO Goes into Escape mode.
30.88825 INFO Goes into Track mode.
30.88826 INFO Goes into Escape mode.
30.90478 INFO Goes into Track mode.
30.9048 INFO Goes into Escape mode.
30.92135 INFO Goes into Track mode.
30.92136 INFO Goes into Escape mode.
30.93801 INFO Goes into Track mode.
30.93802 INFO Goes into Escape mode.
30.97108 INFO Goes into Track mode.
30.97109 INFO Goes into Escape mode.
30.98763 INFO Goes into Track mode.
30.98764 INFO Goes into Escape mode.
31.0042 INFO Goes into Track mode.
31.00422 INFO Goes into Escape mode.
31.02075 INFO Goes into Track mode.
31.02076 INFO Goes into Escape mode.
31.03733 INFO Goes into Track mode.
31.03734 INFO Goes into Escape mode.
31.07047 INFO Goes into Track mode.
31.07049 INFO Goes into Escape mode.
31.08706 INFO Goes into Track mode.
31.08707 INFO Goes into Escape mode.
31.10371 INFO Goes into Track mode.
31.10373 INFO Goes into Escape mode.
31.12016 INFO Goes into Track mode.
31.12017 INFO Goes into Escape mode.
31.13684 INFO Goes into Track mode.
31.13685 INFO Goes into Escape mode.
31.16987 INFO Goes into Track mode.
31.16989 INFO Goes into Escape mode.
31.18647 INFO Goes into Track mode.
31.18648 INFO Goes into Escape mode.
31.203 INFO Goes into Track mode.
31.20301 INFO Goes into Escape mode.
31.21959 INFO Goes into Track mode.
31.2196 INFO Goes into Escape mode.
31.23613 INFO Goes into Track mode.
31.23614 INFO Goes into Escape mode.
31.26927 INFO Goes into Track mode.
31.26928 INFO Goes into Escape mode.
31.2859 INFO Goes into Track mode.
31.28591 INFO Goes into Escape mode.
31.30242 INFO Goes into Track mode.
31.30244 INFO Goes into Escape mode.
31.31898 INFO Goes into Track mode.
31.31899 INFO Goes into Escape mode.
31.35211 INFO Goes into Track mode.
