Time : 2/2/2017 4:02:55 AM
1.486951 INFO Goes into Track mode.
5.938917 INFO Goes into Escape mode.
5.972077 INFO Goes into Track mode.
5.97209 INFO Goes into Escape mode.
5.98864 INFO Goes into Track mode.
5.988662 INFO Goes into Escape mode.
6.005177 INFO Goes into Track mode.
6.0052 INFO Goes into Escape mode.
6.02182 INFO Goes into Track mode.
6.021842 INFO Goes into Escape mode.
6.038324 INFO Goes into Track mode.
6.038345 INFO Goes into Escape mode.
6.071435 INFO Goes into Track mode.
6.071456 INFO Goes into Escape mode.
6.088095 INFO Goes into Track mode.
6.088116 INFO Goes into Escape mode.
6.10472 INFO Goes into Track mode.
6.104742 INFO Goes into Escape mode.
6.121121 INFO Goes into Track mode.
6.121142 INFO Goes into Escape mode.
6.137683 INFO Goes into Track mode.
6.137704 INFO Goes into Escape mode.
6.170829 INFO Goes into Track mode.
6.170852 INFO Goes into Escape mode.
6.187438 INFO Goes into Track mode.
6.187458 INFO Goes into Escape mode.
6.203945 INFO Goes into Track mode.
6.203965 INFO Goes into Escape mode.
6.220552 INFO Goes into Track mode.
6.220573 INFO Goes into Escape mode.
6.237178 INFO Goes into Track mode.
6.2372 INFO Goes into Escape mode.
6.270216 INFO Goes into Track mode.
6.270236 INFO Goes into Escape mode.
6.286777 INFO Goes into Track mode.
6.286797 INFO Goes into Escape mode.
6.303397 INFO Goes into Track mode.
6.303419 INFO Goes into Escape mode.
6.31991 INFO Goes into Track mode.
6.319931 INFO Goes into Escape mode.
6.336494 INFO Goes into Track mode.
6.336515 INFO Goes into Escape mode.
6.369622 INFO Goes into Track mode.
6.369642 INFO Goes into Escape mode.
6.386185 INFO Goes into Track mode.
6.386205 INFO Goes into Escape mode.
6.402878 INFO Goes into Track mode.
6.4029 INFO Goes into Escape mode.
6.419366 INFO Goes into Track mode.
6.419389 INFO Goes into Escape mode.
6.435897 INFO Goes into Track mode.
6.435919 INFO Goes into Escape mode.
6.469018 INFO Goes into Track mode.
6.469038 INFO Goes into Escape mode.
6.485607 INFO Goes into Track mode.
6.485629 INFO Goes into Escape mode.
6.502161 INFO Goes into Track mode.
6.502182 INFO Goes into Escape mode.
6.518916 INFO Goes into Track mode.
6.51894 INFO Goes into Escape mode.
6.551861 INFO Goes into Track mode.
6.551884 INFO Goes into Escape mode.
6.568503 INFO Goes into Track mode.
6.568523 INFO Goes into Escape mode.
6.584987 INFO Goes into Track mode.
6.585008 INFO Goes into Escape mode.
6.601616 INFO Goes into Track mode.
6.601638 INFO Goes into Escape mode.
6.61811 INFO Goes into Track mode.
6.61813 INFO Goes into Escape mode.
6.651269 INFO Goes into Track mode.
6.651291 INFO Goes into Escape mode.
6.667808 INFO Goes into Track mode.
6.66783 INFO Goes into Escape mode.
6.684448 INFO Goes into Track mode.
6.68447 INFO Goes into Escape mode.
6.700984 INFO Goes into Track mode.
6.701005 INFO Goes into Escape mode.
6.717515 INFO Goes into Track mode.
6.717534 INFO Goes into Escape mode.
6.750655 INFO Goes into Track mode.
6.750676 INFO Goes into Escape mode.
6.76721 INFO Goes into Track mode.
6.767231 INFO Goes into Escape mode.
6.78378 INFO Goes into Track mode.
6.783801 INFO Goes into Escape mode.
6.800362 INFO Goes into Track mode.
6.800383 INFO Goes into Escape mode.
6.816909 INFO Goes into Track mode.
6.816933 INFO Goes into Escape mode.
6.850073 INFO Goes into Track mode.
6.850094 INFO Goes into Escape mode.
6.866605 INFO Goes into Track mode.
6.866624 INFO Goes into Escape mode.
6.883185 INFO Goes into Track mode.
6.883206 INFO Goes into Escape mode.
6.899812 INFO Goes into Track mode.
6.899831 INFO Goes into Escape mode.
6.91634 INFO Goes into Track mode.
6.916372 INFO Goes into Escape mode.
6.949467 INFO Goes into Track mode.
6.949486 INFO Goes into Escape mode.
6.966003 INFO Goes into Track mode.
6.966024 INFO Goes into Escape mode.
6.98257 INFO Goes into Track mode.
6.982591 INFO Goes into Escape mode.
6.99913 INFO Goes into Track mode.
6.999151 INFO Goes into Escape mode.
7.03226 INFO Goes into Track mode.
7.032281 INFO Goes into Escape mode.
7.04883 INFO Goes into Track mode.
7.048851 INFO Goes into Escape mode.
7.065512 INFO Goes into Track mode.
7.065533 INFO Goes into Escape mode.
7.081975 INFO Goes into Track mode.
7.081995 INFO Goes into Escape mode.
7.098527 INFO Goes into Track mode.
7.098546 INFO Goes into Escape mode.
7.131658 INFO Goes into Track mode.
7.131678 INFO Goes into Escape mode.
7.148216 INFO Goes into Track mode.
7.148242 INFO Goes into Escape mode.
7.164774 INFO Goes into Track mode.
7.164799 INFO Goes into Escape mode.
7.181345 INFO Goes into Track mode.
7.181366 INFO Goes into Escape mode.
7.197955 INFO Goes into Track mode.
7.197976 INFO Goes into Escape mode.
7.231199 INFO Goes into Track mode.
7.23122 INFO Goes into Escape mode.
7.247723 INFO Goes into Track mode.
7.247743 INFO Goes into Escape mode.
7.264175 INFO Goes into Track mode.
7.264196 INFO Goes into Escape mode.
7.280762 INFO Goes into Track mode.
7.280783 INFO Goes into Escape mode.
7.297293 INFO Goes into Track mode.
7.297313 INFO Goes into Escape mode.
7.330472 INFO Goes into Track mode.
7.330492 INFO Goes into Escape mode.
7.347002 INFO Goes into Track mode.
7.347021 INFO Goes into Escape mode.
7.363588 INFO Goes into Track mode.
7.36361 INFO Goes into Escape mode.
7.380151 INFO Goes into Track mode.
7.38017 INFO Goes into Escape mode.
7.396822 INFO Goes into Track mode.
7.396842 INFO Goes into Escape mode.
7.429847 INFO Goes into Track mode.
7.429868 INFO Goes into Escape mode.
7.446439 INFO Goes into Track mode.
7.446459 INFO Goes into Escape mode.
7.462987 INFO Goes into Track mode.
7.463011 INFO Goes into Escape mode.
7.479563 INFO Goes into Track mode.
7.479583 INFO Goes into Escape mode.
7.496131 INFO Goes into Track mode.
7.496151 INFO Goes into Escape mode.
7.529248 INFO Goes into Track mode.
7.529271 INFO Goes into Escape mode.
7.545897 INFO Goes into Track mode.
7.545917 INFO Goes into Escape mode.
7.562503 INFO Goes into Track mode.
7.562524 INFO Goes into Escape mode.
7.578949 INFO Goes into Track mode.
7.578969 INFO Goes into Escape mode.
7.612161 INFO Goes into Track mode.
7.612183 INFO Goes into Escape mode.
7.628666 INFO Goes into Track mode.
7.628687 INFO Goes into Escape mode.
7.645219 INFO Goes into Track mode.
7.645238 INFO Goes into Escape mode.
7.661778 INFO Goes into Track mode.
7.661803 INFO Goes into Escape mode.
7.678348 INFO Goes into Track mode.
7.678379 INFO Goes into Escape mode.
7.711505 INFO Goes into Track mode.
7.711525 INFO Goes into Escape mode.
7.728139 INFO Goes into Track mode.
7.728159 INFO Goes into Escape mode.
7.744617 INFO Goes into Track mode.
7.744637 INFO Goes into Escape mode.
7.761216 INFO Goes into Track mode.
7.761238 INFO Goes into Escape mode.
7.777806 INFO Goes into Track mode.
7.777826 INFO Goes into Escape mode.
7.810891 INFO Goes into Track mode.
7.810912 INFO Goes into Escape mode.
7.827462 INFO Goes into Track mode.
7.827486 INFO Goes into Escape mode.
7.844028 INFO Goes into Track mode.
7.844049 INFO Goes into Escape mode.
7.860617 INFO Goes into Track mode.
7.860637 INFO Goes into Escape mode.
7.877143 INFO Goes into Track mode.
7.877162 INFO Goes into Escape mode.
7.910542 INFO Goes into Track mode.
7.910563 INFO Goes into Escape mode.
7.927046 INFO Goes into Track mode.
7.927066 INFO Goes into Escape mode.
7.943445 INFO Goes into Track mode.
7.943465 INFO Goes into Escape mode.
7.959986 INFO Goes into Track mode.
7.960007 INFO Goes into Escape mode.
7.976572 INFO Goes into Track mode.
7.976593 INFO Goes into Escape mode.
8.009728 INFO Goes into Track mode.
8.00975 INFO Goes into Escape mode.
8.026248 INFO Goes into Track mode.
8.026268 INFO Goes into Escape mode.
8.042938 INFO Goes into Track mode.
8.042959 INFO Goes into Escape mode.
8.059437 INFO Goes into Track mode.
8.059458 INFO Goes into Escape mode.
8.076016 INFO Goes into Track mode.
8.076038 INFO Goes into Escape mode.
8.109132 INFO Goes into Track mode.
8.109158 INFO Goes into Escape mode.
8.12569 INFO Goes into Track mode.
8.125765 INFO Goes into Escape mode.
8.142266 INFO Goes into Track mode.
8.142288 INFO Goes into Escape mode.
8.158824 INFO Goes into Track mode.
8.158844 INFO Goes into Escape mode.
8.191967 INFO Goes into Track mode.
8.191988 INFO Goes into Escape mode.
8.208612 INFO Goes into Track mode.
8.208632 INFO Goes into Escape mode.
8.225061 INFO Goes into Track mode.
8.225081 INFO Goes into Escape mode.
8.241657 INFO Goes into Track mode.
8.241676 INFO Goes into Escape mode.
8.258235 INFO Goes into Track mode.
8.258255 INFO Goes into Escape mode.
8.291381 INFO Goes into Track mode.
8.291411 INFO Goes into Escape mode.
8.307905 INFO Goes into Track mode.
8.307926 INFO Goes into Escape mode.
8.32446 INFO Goes into Track mode.
8.324481 INFO Goes into Escape mode.
8.341013 INFO Goes into Track mode.
8.341033 INFO Goes into Escape mode.
8.357618 INFO Goes into Track mode.
8.357641 INFO Goes into Escape mode.
8.39077 INFO Goes into Track mode.
8.390791 INFO Goes into Escape mode.
8.407319 INFO Goes into Track mode.
8.407345 INFO Goes into Escape mode.
8.423853 INFO Goes into Track mode.
8.423872 INFO Goes into Escape mode.
8.440484 INFO Goes into Track mode.
8.440504 INFO Goes into Escape mode.
8.457036 INFO Goes into Track mode.
8.457057 INFO Goes into Escape mode.
8.490148 INFO Goes into Track mode.
8.490168 INFO Goes into Escape mode.
8.506714 INFO Goes into Track mode.
8.506733 INFO Goes into Escape mode.
8.523269 INFO Goes into Track mode.
8.52329 INFO Goes into Escape mode.
8.539852 INFO Goes into Track mode.
8.539874 INFO Goes into Escape mode.
8.556395 INFO Goes into Track mode.
8.556424 INFO Goes into Escape mode.
8.589577 INFO Goes into Track mode.
8.589598 INFO Goes into Escape mode.
8.606182 INFO Goes into Track mode.
8.606205 INFO Goes into Escape mode.
8.622682 INFO Goes into Track mode.
8.622702 INFO Goes into Escape mode.
8.639235 INFO Goes into Track mode.
8.639255 INFO Goes into Escape mode.
8.655825 INFO Goes into Track mode.
8.655847 INFO Goes into Escape mode.
8.689087 INFO Goes into Track mode.
8.689108 INFO Goes into Escape mode.
8.705553 INFO Goes into Track mode.
8.705575 INFO Goes into Escape mode.
8.722066 INFO Goes into Track mode.
8.722086 INFO Goes into Escape mode.
8.738657 INFO Goes into Track mode.
8.738679 INFO Goes into Escape mode.
8.771775 INFO Goes into Track mode.
8.771798 INFO Goes into Escape mode.
8.788344 INFO Goes into Track mode.
8.788364 INFO Goes into Escape mode.
8.804914 INFO Goes into Track mode.
8.804936 INFO Goes into Escape mode.
8.821485 INFO Goes into Track mode.
8.821506 INFO Goes into Escape mode.
8.838027 INFO Goes into Track mode.
8.838047 INFO Goes into Escape mode.
8.871181 INFO Goes into Track mode.
8.871203 INFO Goes into Escape mode.
8.887746 INFO Goes into Track mode.
8.887767 INFO Goes into Escape mode.
8.904299 INFO Goes into Track mode.
8.904319 INFO Goes into Escape mode.
8.920854 INFO Goes into Track mode.
8.920874 INFO Goes into Escape mode.
8.937437 INFO Goes into Track mode.
8.937458 INFO Goes into Escape mode.
8.970589 INFO Goes into Track mode.
8.970611 INFO Goes into Escape mode.
8.987142 INFO Goes into Track mode.
8.987162 INFO Goes into Escape mode.
9.003702 INFO Goes into Track mode.
9.003722 INFO Goes into Escape mode.
9.020348 INFO Goes into Track mode.
9.020368 INFO Goes into Escape mode.
9.036842 INFO Goes into Track mode.
9.036867 INFO Goes into Escape mode.
9.069978 INFO Goes into Track mode.
9.069998 INFO Goes into Escape mode.
9.086564 INFO Goes into Track mode.
9.086587 INFO Goes into Escape mode.
9.103096 INFO Goes into Track mode.
9.103119 INFO Goes into Escape mode.
9.119666 INFO Goes into Track mode.
9.119685 INFO Goes into Escape mode.
9.136228 INFO Goes into Track mode.
9.13625 INFO Goes into Escape mode.
9.169354 INFO Goes into Track mode.
9.169374 INFO Goes into Escape mode.
9.186047 INFO Goes into Track mode.
9.186068 INFO Goes into Escape mode.
9.202531 INFO Goes into Track mode.
9.202552 INFO Goes into Escape mode.
9.219086 INFO Goes into Track mode.
9.219114 INFO Goes into Escape mode.
9.252211 INFO Goes into Track mode.
9.252233 INFO Goes into Escape mode.
9.268781 INFO Goes into Track mode.
9.268802 INFO Goes into Escape mode.
9.285335 INFO Goes into Track mode.
9.285356 INFO Goes into Escape mode.
9.301898 INFO Goes into Track mode.
9.301919 INFO Goes into Escape mode.
9.318466 INFO Goes into Track mode.
9.318487 INFO Goes into Escape mode.
9.35161 INFO Goes into Track mode.
9.351632 INFO Goes into Escape mode.
9.368155 INFO Goes into Track mode.
9.368176 INFO Goes into Escape mode.
9.384742 INFO Goes into Track mode.
9.384762 INFO Goes into Escape mode.
9.401292 INFO Goes into Track mode.
9.401313 INFO Goes into Escape mode.
9.417872 INFO Goes into Track mode.
9.417894 INFO Goes into Escape mode.
9.451004 INFO Goes into Track mode.
9.451026 INFO Goes into Escape mode.
9.467567 INFO Goes into Track mode.
9.467589 INFO Goes into Escape mode.
9.484159 INFO Goes into Track mode.
9.484179 INFO Goes into Escape mode.
9.500785 INFO Goes into Track mode.
9.500805 INFO Goes into Escape mode.
9.517344 INFO Goes into Track mode.
9.517365 INFO Goes into Escape mode.
9.5504 INFO Goes into Track mode.
9.55042 INFO Goes into Escape mode.
9.566966 INFO Goes into Track mode.
9.566986 INFO Goes into Escape mode.
9.583529 INFO Goes into Track mode.
9.58355 INFO Goes into Escape mode.
9.600091 INFO Goes into Track mode.
9.600112 INFO Goes into Escape mode.
9.616743 INFO Goes into Track mode.
9.616763 INFO Goes into Escape mode.
9.64981 INFO Goes into Track mode.
9.649834 INFO Goes into Escape mode.
9.666362 INFO Goes into Track mode.
9.666382 INFO Goes into Escape mode.
9.683064 INFO Goes into Track mode.
9.683085 INFO Goes into Escape mode.
9.699766 INFO Goes into Track mode.
9.699786 INFO Goes into Escape mode.
9.716091 INFO Goes into Track mode.
9.716111 INFO Goes into Escape mode.
9.749195 INFO Goes into Track mode.
9.749216 INFO Goes into Escape mode.
9.7658 INFO Goes into Track mode.
9.765821 INFO Goes into Escape mode.
9.782341 INFO Goes into Track mode.
9.782361 INFO Goes into Escape mode.
9.79889 INFO Goes into Track mode.
9.79891 INFO Goes into Escape mode.
9.832045 INFO Goes into Track mode.
9.832066 INFO Goes into Escape mode.
9.84871 INFO Goes into Track mode.
9.848731 INFO Goes into Escape mode.
9.865215 INFO Goes into Track mode.
9.865229 INFO Goes into Escape mode.
9.881746 INFO Goes into Track mode.
9.881767 INFO Goes into Escape mode.
9.898291 INFO Goes into Track mode.
9.898311 INFO Goes into Escape mode.
9.931427 INFO Goes into Track mode.
9.931447 INFO Goes into Escape mode.
9.948011 INFO Goes into Track mode.
9.948031 INFO Goes into Escape mode.
9.964586 INFO Goes into Track mode.
9.964607 INFO Goes into Escape mode.
9.981156 INFO Goes into Track mode.
9.981177 INFO Goes into Escape mode.
9.997713 INFO Goes into Track mode.
9.997733 INFO Goes into Escape mode.
10.0309 INFO Goes into Track mode.
10.03092 INFO Goes into Escape mode.
10.04742 INFO Goes into Track mode.
10.04745 INFO Goes into Escape mode.
10.064 INFO Goes into Track mode.
10.06402 INFO Goes into Escape mode.
10.08058 INFO Goes into Track mode.
10.0806 INFO Goes into Escape mode.
10.09711 INFO Goes into Track mode.
10.09713 INFO Goes into Escape mode.
10.13023 INFO Goes into Track mode.
10.13026 INFO Goes into Escape mode.
10.1469 INFO Goes into Track mode.
10.14692 INFO Goes into Escape mode.
10.16339 INFO Goes into Track mode.
10.16341 INFO Goes into Escape mode.
10.18009 INFO Goes into Track mode.
10.18012 INFO Goes into Escape mode.
10.19653 INFO Goes into Track mode.
10.19655 INFO Goes into Escape mode.
10.22991 INFO Goes into Track mode.
10.22992 INFO Goes into Escape mode.
10.24622 INFO Goes into Track mode.
10.24624 INFO Goes into Escape mode.
10.26304 INFO Goes into Track mode.
10.26306 INFO Goes into Escape mode.
10.27933 INFO Goes into Track mode.
10.27935 INFO Goes into Escape mode.
10.29591 INFO Goes into Track mode.
10.29593 INFO Goes into Escape mode.
10.32905 INFO Goes into Track mode.
10.32907 INFO Goes into Escape mode.
10.34564 INFO Goes into Track mode.
10.34566 INFO Goes into Escape mode.
10.36217 INFO Goes into Track mode.
10.36219 INFO Goes into Escape mode.
10.37875 INFO Goes into Track mode.
10.37877 INFO Goes into Escape mode.
10.41191 INFO Goes into Track mode.
10.41193 INFO Goes into Escape mode.
10.42843 INFO Goes into Track mode.
10.42845 INFO Goes into Escape mode.
10.44499 INFO Goes into Track mode.
10.44502 INFO Goes into Escape mode.
10.46157 INFO Goes into Track mode.
10.4616 INFO Goes into Escape mode.
10.4784 INFO Goes into Track mode.
10.47842 INFO Goes into Escape mode.
10.51125 INFO Goes into Track mode.
10.51127 INFO Goes into Escape mode.
10.52795 INFO Goes into Track mode.
10.52797 INFO Goes into Escape mode.
10.54442 INFO Goes into Track mode.
10.54444 INFO Goes into Escape mode.
10.56101 INFO Goes into Track mode.
10.56103 INFO Goes into Escape mode.
10.57757 INFO Goes into Track mode.
10.57759 INFO Goes into Escape mode.
10.61074 INFO Goes into Track mode.
10.61076 INFO Goes into Escape mode.
10.62724 INFO Goes into Track mode.
10.62726 INFO Goes into Escape mode.
10.64382 INFO Goes into Track mode.
10.64384 INFO Goes into Escape mode.
10.66046 INFO Goes into Track mode.
10.66048 INFO Goes into Escape mode.
10.67696 INFO Goes into Track mode.
10.67697 INFO Goes into Escape mode.
10.7101 INFO Goes into Track mode.
10.71011 INFO Goes into Escape mode.
10.72668 INFO Goes into Track mode.
10.72669 INFO Goes into Escape mode.
10.74324 INFO Goes into Track mode.
10.74325 INFO Goes into Escape mode.
10.75984 INFO Goes into Track mode.
10.75985 INFO Goes into Escape mode.
10.77636 INFO Goes into Track mode.
10.77637 INFO Goes into Escape mode.
10.80955 INFO Goes into Track mode.
10.80957 INFO Goes into Escape mode.
10.82608 INFO Goes into Track mode.
10.82609 INFO Goes into Escape mode.
10.84265 INFO Goes into Track mode.
10.84266 INFO Goes into Escape mode.
10.85921 INFO Goes into Track mode.
10.85922 INFO Goes into Escape mode.
10.87579 INFO Goes into Track mode.
10.8758 INFO Goes into Escape mode.
10.90891 INFO Goes into Track mode.
10.90892 INFO Goes into Escape mode.
10.92547 INFO Goes into Track mode.
10.92548 INFO Goes into Escape mode.
10.94205 INFO Goes into Track mode.
10.94207 INFO Goes into Escape mode.
10.95862 INFO Goes into Track mode.
10.95863 INFO Goes into Escape mode.
10.99175 INFO Goes into Track mode.
10.99177 INFO Goes into Escape mode.
11.00831 INFO Goes into Track mode.
11.00832 INFO Goes into Escape mode.
11.02485 INFO Goes into Track mode.
11.02486 INFO Goes into Escape mode.
11.04146 INFO Goes into Track mode.
11.04147 INFO Goes into Escape mode.
11.05803 INFO Goes into Track mode.
11.05805 INFO Goes into Escape mode.
11.09117 INFO Goes into Track mode.
11.09118 INFO Goes into Escape mode.
11.10771 INFO Goes into Track mode.
11.10772 INFO Goes into Escape mode.
11.12426 INFO Goes into Track mode.
11.12427 INFO Goes into Escape mode.
11.14099 INFO Goes into Track mode.
11.141 INFO Goes into Escape mode.
11.15743 INFO Goes into Track mode.
11.15744 INFO Goes into Escape mode.
11.19055 INFO Goes into Track mode.
11.19057 INFO Goes into Escape mode.
11.20708 INFO Goes into Track mode.
11.2071 INFO Goes into Escape mode.
11.22363 INFO Goes into Track mode.
11.22365 INFO Goes into Escape mode.
11.2402 INFO Goes into Track mode.
11.24022 INFO Goes into Escape mode.
11.2568 INFO Goes into Track mode.
11.25682 INFO Goes into Escape mode.
11.28995 INFO Goes into Track mode.
11.28998 INFO Goes into Escape mode.
11.30649 INFO Goes into Track mode.
11.30651 INFO Goes into Escape mode.
11.32304 INFO Goes into Track mode.
11.32306 INFO Goes into Escape mode.
11.33963 INFO Goes into Track mode.
11.33965 INFO Goes into Escape mode.
11.35619 INFO Goes into Track mode.
11.35621 INFO Goes into Escape mode.
11.38934 INFO Goes into Track mode.
11.38936 INFO Goes into Escape mode.
11.4059 INFO Goes into Track mode.
11.40598 INFO Goes into Escape mode.
11.42245 INFO Goes into Track mode.
11.42247 INFO Goes into Escape mode.
11.439 INFO Goes into Track mode.
11.43902 INFO Goes into Escape mode.
11.47214 INFO Goes into Track mode.
11.47217 INFO Goes into Escape mode.
11.48872 INFO Goes into Track mode.
11.48874 INFO Goes into Escape mode.
11.50527 INFO Goes into Track mode.
11.50529 INFO Goes into Escape mode.
11.52186 INFO Goes into Track mode.
13.47682 INFO Goes into Dodge mode.
14.30515 INFO Goes into Track mode.
27.26099 INFO Has hit NightHunter_AI_B2.
29.43033 INFO Goes into Escape mode.
29.44699 INFO Goes into Track mode.
29.44701 INFO Goes into Escape mode.
29.46347 INFO Goes into Track mode.
29.46349 INFO Goes into Escape mode.
29.48003 INFO Goes into Track mode.
29.48005 INFO Goes into Escape mode.
29.49661 INFO Goes into Track mode.
29.49663 INFO Goes into Escape mode.
29.52974 INFO Goes into Track mode.
29.52976 INFO Goes into Escape mode.
29.54631 INFO Goes into Track mode.
29.54633 INFO Goes into Escape mode.
29.56286 INFO Goes into Track mode.
29.56289 INFO Goes into Escape mode.
29.57943 INFO Goes into Track mode.
29.57945 INFO Goes into Escape mode.
29.59601 INFO Goes into Track mode.
29.59604 INFO Goes into Escape mode.
29.62913 INFO Goes into Track mode.
29.62915 INFO Goes into Escape mode.
29.64567 INFO Goes into Track mode.
29.64569 INFO Goes into Escape mode.
29.66226 INFO Goes into Track mode.
29.66228 INFO Goes into Escape mode.
29.67883 INFO Goes into Track mode.
29.67885 INFO Goes into Escape mode.
29.71198 INFO Goes into Track mode.
29.712 INFO Goes into Escape mode.
29.72852 INFO Goes into Track mode.
29.72854 INFO Goes into Escape mode.
29.74517 INFO Goes into Track mode.
29.74519 INFO Goes into Escape mode.
29.76189 INFO Goes into Track mode.
29.76191 INFO Goes into Escape mode.
29.77833 INFO Goes into Track mode.
29.77835 INFO Goes into Escape mode.
29.8114 INFO Goes into Track mode.
29.81142 INFO Goes into Escape mode.
29.82794 INFO Goes into Track mode.
29.82796 INFO Goes into Escape mode.
29.84452 INFO Goes into Track mode.
29.84454 INFO Goes into Escape mode.
29.86105 INFO Goes into Track mode.
29.86107 INFO Goes into Escape mode.
