Time : 2/2/2017 4:02:55 AM
1.487556 INFO Goes into Track mode.
13.2284 INFO Goes into Escape mode.
13.24487 INFO Goes into Track mode.
13.24488 INFO Goes into Escape mode.
13.26148 INFO Goes into Track mode.
13.26149 INFO Goes into Escape mode.
13.27803 INFO Goes into Track mode.
13.27804 INFO Goes into Escape mode.
13.31117 INFO Goes into Track mode.
13.31119 INFO Goes into Escape mode.
13.32773 INFO Goes into Track mode.
13.32774 INFO Goes into Escape mode.
13.34425 INFO Goes into Track mode.
13.34426 INFO Goes into Escape mode.
13.36084 INFO Goes into Track mode.
13.36085 INFO Goes into Escape mode.
13.37739 INFO Goes into Track mode.
13.3774 INFO Goes into Escape mode.
13.4106 INFO Goes into Track mode.
13.41061 INFO Goes into Escape mode.
13.42709 INFO Goes into Track mode.
13.4271 INFO Goes into Escape mode.
13.44369 INFO Goes into Track mode.
13.4437 INFO Goes into Escape mode.
13.46026 INFO Goes into Track mode.
13.46028 INFO Goes into Escape mode.
13.47685 INFO Goes into Track mode.
13.47686 INFO Goes into Escape mode.
13.50998 INFO Goes into Track mode.
13.50999 INFO Goes into Escape mode.
13.5265 INFO Goes into Track mode.
13.52651 INFO Goes into Escape mode.
13.54307 INFO Goes into Track mode.
13.54308 INFO Goes into Escape mode.
13.55973 INFO Goes into Track mode.
13.55974 INFO Goes into Escape mode.
13.57621 INFO Goes into Track mode.
13.57623 INFO Goes into Escape mode.
13.61893 INFO Goes into Track mode.
13.61894 INFO Goes into Escape mode.
13.62593 INFO Goes into Track mode.
13.62594 INFO Goes into Escape mode.
13.6425 INFO Goes into Track mode.
13.64251 INFO Goes into Escape mode.
13.65905 INFO Goes into Track mode.
13.65906 INFO Goes into Escape mode.
13.6923 INFO Goes into Track mode.
13.69231 INFO Goes into Escape mode.
13.70879 INFO Goes into Track mode.
13.70881 INFO Goes into Escape mode.
13.7253 INFO Goes into Track mode.
13.72531 INFO Goes into Escape mode.
13.74189 INFO Goes into Track mode.
13.74191 INFO Goes into Escape mode.
13.75847 INFO Goes into Track mode.
13.75848 INFO Goes into Escape mode.
13.7916 INFO Goes into Track mode.
13.79161 INFO Goes into Escape mode.
13.80815 INFO Goes into Track mode.
13.80816 INFO Goes into Escape mode.
13.82472 INFO Goes into Track mode.
13.82474 INFO Goes into Escape mode.
13.84129 INFO Goes into Track mode.
13.8413 INFO Goes into Escape mode.
13.858 INFO Goes into Track mode.
13.85802 INFO Goes into Escape mode.
13.89105 INFO Goes into Track mode.
13.89107 INFO Goes into Escape mode.
13.90754 INFO Goes into Track mode.
13.90755 INFO Goes into Escape mode.
13.92422 INFO Goes into Track mode.
13.92424 INFO Goes into Escape mode.
13.94077 INFO Goes into Track mode.
13.94078 INFO Goes into Escape mode.
13.95728 INFO Goes into Track mode.
13.95729 INFO Goes into Escape mode.
13.99039 INFO Goes into Track mode.
13.9904 INFO Goes into Escape mode.
14.00697 INFO Goes into Track mode.
14.00698 INFO Goes into Escape mode.
14.02363 INFO Goes into Track mode.
14.02365 INFO Goes into Escape mode.
14.04015 INFO Goes into Track mode.
14.04016 INFO Goes into Escape mode.
14.05672 INFO Goes into Track mode.
14.05673 INFO Goes into Escape mode.
14.08986 INFO Goes into Track mode.
14.08987 INFO Goes into Escape mode.
14.10648 INFO Goes into Track mode.
14.1065 INFO Goes into Escape mode.
