Time : 2/2/2017 4:02:55 AM
7.645528 INFO Goes into Track mode.
7.645548 INFO Goes into Escape mode.
7.662065 INFO Goes into Track mode.
7.662076 INFO Goes into Escape mode.
7.67865 INFO Goes into Track mode.
7.678662 INFO Goes into Escape mode.
7.711801 INFO Goes into Track mode.
7.711813 INFO Goes into Escape mode.
7.728438 INFO Goes into Track mode.
7.728451 INFO Goes into Escape mode.
7.744879 INFO Goes into Track mode.
7.74489 INFO Goes into Escape mode.
7.761502 INFO Goes into Track mode.
7.761515 INFO Goes into Escape mode.
7.778069 INFO Goes into Track mode.
7.77808 INFO Goes into Escape mode.
7.811161 INFO Goes into Track mode.
7.811173 INFO Goes into Escape mode.
7.82773 INFO Goes into Track mode.
7.827742 INFO Goes into Escape mode.
7.844308 INFO Goes into Track mode.
7.84432 INFO Goes into Escape mode.
7.860882 INFO Goes into Track mode.
7.860893 INFO Goes into Escape mode.
7.877424 INFO Goes into Track mode.
7.877435 INFO Goes into Escape mode.
7.910814 INFO Goes into Track mode.
7.910826 INFO Goes into Escape mode.
7.927296 INFO Goes into Track mode.
7.927308 INFO Goes into Escape mode.
7.943722 INFO Goes into Track mode.
7.943735 INFO Goes into Escape mode.
7.960263 INFO Goes into Track mode.
7.960276 INFO Goes into Escape mode.
7.976834 INFO Goes into Track mode.
7.976845 INFO Goes into Escape mode.
8.010015 INFO Goes into Track mode.
8.010028 INFO Goes into Escape mode.
8.026535 INFO Goes into Track mode.
8.026549 INFO Goes into Escape mode.
8.043221 INFO Goes into Track mode.
8.043233 INFO Goes into Escape mode.
8.059776 INFO Goes into Track mode.
8.05979 INFO Goes into Escape mode.
8.076299 INFO Goes into Track mode.
8.076312 INFO Goes into Escape mode.
8.109417 INFO Goes into Track mode.
8.109429 INFO Goes into Escape mode.
8.126008 INFO Goes into Track mode.
8.126019 INFO Goes into Escape mode.
8.14255 INFO Goes into Track mode.
8.142563 INFO Goes into Escape mode.
8.159107 INFO Goes into Track mode.
8.159119 INFO Goes into Escape mode.
8.192285 INFO Goes into Track mode.
12.05243 INFO Goes into Dodge mode.
12.63216 INFO Goes into Track mode.
14.10676 INFO Goes into Escape mode.
14.12323 INFO Goes into Track mode.
14.12325 INFO Goes into Escape mode.
14.13979 INFO Goes into Track mode.
14.1398 INFO Goes into Escape mode.
14.1564 INFO Goes into Track mode.
14.15642 INFO Goes into Escape mode.
14.18963 INFO Goes into Track mode.
14.18964 INFO Goes into Escape mode.
14.20608 INFO Goes into Track mode.
14.20609 INFO Goes into Escape mode.
14.22285 INFO Goes into Track mode.
14.22286 INFO Goes into Escape mode.
14.23918 INFO Goes into Track mode.
14.23919 INFO Goes into Escape mode.
14.27231 INFO Goes into Track mode.
14.27232 INFO Goes into Escape mode.
14.28889 INFO Goes into Track mode.
14.28891 INFO Goes into Escape mode.
14.30553 INFO Goes into Track mode.
14.30554 INFO Goes into Escape mode.
14.322 INFO Goes into Track mode.
14.32201 INFO Goes into Escape mode.
14.33854 INFO Goes into Track mode.
14.33855 INFO Goes into Escape mode.
14.37174 INFO Goes into Track mode.
14.37175 INFO Goes into Escape mode.
14.38827 INFO Goes into Track mode.
14.38828 INFO Goes into Escape mode.
14.40486 INFO Goes into Track mode.
14.40487 INFO Goes into Escape mode.
14.42141 INFO Goes into Track mode.
14.42142 INFO Goes into Escape mode.
14.4382 INFO Goes into Track mode.
14.43822 INFO Goes into Escape mode.
14.47133 INFO Goes into Track mode.
14.47134 INFO Goes into Escape mode.
14.48768 INFO Goes into Track mode.
14.48769 INFO Goes into Escape mode.
14.50424 INFO Goes into Track mode.
14.50426 INFO Goes into Escape mode.
14.53756 INFO Goes into Track mode.
14.53758 INFO Goes into Escape mode.
14.57057 INFO Goes into Track mode.
14.57058 INFO Goes into Escape mode.
14.58708 INFO Goes into Track mode.
14.5871 INFO Goes into Escape mode.
14.60364 INFO Goes into Track mode.
14.60365 INFO Goes into Escape mode.
14.62026 INFO Goes into Track mode.
14.62027 INFO Goes into Escape mode.
14.63675 INFO Goes into Track mode.
14.63676 INFO Goes into Escape mode.
14.6701 INFO Goes into Track mode.
14.67011 INFO Goes into Escape mode.
14.68656 INFO Goes into Track mode.
14.68657 INFO Goes into Escape mode.
14.70309 INFO Goes into Track mode.
14.7031 INFO Goes into Escape mode.
14.71955 INFO Goes into Track mode.
14.71956 INFO Goes into Escape mode.
14.73617 INFO Goes into Track mode.
14.73618 INFO Goes into Escape mode.
14.76929 INFO Goes into Track mode.
14.7693 INFO Goes into Escape mode.
14.78586 INFO Goes into Track mode.
14.78587 INFO Goes into Escape mode.
14.80254 INFO Goes into Track mode.
14.80255 INFO Goes into Escape mode.
14.81898 INFO Goes into Track mode.
14.81899 INFO Goes into Escape mode.
14.8524 INFO Goes into Track mode.
14.85241 INFO Goes into Escape mode.
14.86867 INFO Goes into Track mode.
14.86868 INFO Goes into Escape mode.
14.88529 INFO Goes into Track mode.
14.8853 INFO Goes into Escape mode.
14.90185 INFO Goes into Track mode.
14.90186 INFO Goes into Escape mode.
14.91836 INFO Goes into Track mode.
14.91837 INFO Goes into Escape mode.
14.95154 INFO Goes into Track mode.
14.95155 INFO Goes into Escape mode.
14.96811 INFO Goes into Track mode.
14.96813 INFO Goes into Escape mode.
14.98467 INFO Goes into Track mode.
14.98468 INFO Goes into Escape mode.
15.0014 INFO Goes into Track mode.
15.00141 INFO Goes into Escape mode.
15.01785 INFO Goes into Track mode.
15.01786 INFO Goes into Escape mode.
15.05096 INFO Goes into Track mode.
15.05097 INFO Goes into Escape mode.
15.06752 INFO Goes into Track mode.
15.06753 INFO Goes into Escape mode.
15.08415 INFO Goes into Track mode.
15.08417 INFO Goes into Escape mode.
15.10059 INFO Goes into Track mode.
15.1006 INFO Goes into Escape mode.
15.11719 INFO Goes into Track mode.
15.1172 INFO Goes into Escape mode.
15.15051 INFO Goes into Track mode.
15.15053 INFO Goes into Escape mode.
15.167 INFO Goes into Track mode.
15.16702 INFO Goes into Escape mode.
15.18347 INFO Goes into Track mode.
15.18348 INFO Goes into Escape mode.
15.20007 INFO Goes into Track mode.
15.20008 INFO Goes into Escape mode.
15.21656 INFO Goes into Track mode.
15.21657 INFO Goes into Escape mode.
15.24993 INFO Goes into Track mode.
15.24994 INFO Goes into Escape mode.
15.26629 INFO Goes into Track mode.
15.26631 INFO Goes into Escape mode.
15.28288 INFO Goes into Track mode.
15.28289 INFO Goes into Escape mode.
15.29942 INFO Goes into Track mode.
15.29943 INFO Goes into Escape mode.
15.3326 INFO Goes into Track mode.
16.6249 INFO Goes into Escape mode.
16.64149 INFO Goes into Track mode.
16.64151 INFO Goes into Escape mode.
16.65793 INFO Goes into Track mode.
16.65794 INFO Goes into Escape mode.
16.69112 INFO Goes into Track mode.
16.69114 INFO Goes into Escape mode.
16.70761 INFO Goes into Track mode.
16.70763 INFO Goes into Escape mode.
16.72421 INFO Goes into Track mode.
16.72423 INFO Goes into Escape mode.
16.74071 INFO Goes into Track mode.
16.74072 INFO Goes into Escape mode.
16.75732 INFO Goes into Track mode.
16.75733 INFO Goes into Escape mode.
16.79047 INFO Goes into Track mode.
16.79048 INFO Goes into Escape mode.
16.80712 INFO Goes into Track mode.
16.80713 INFO Goes into Escape mode.
16.82359 INFO Goes into Track mode.
16.8236 INFO Goes into Escape mode.
16.84013 INFO Goes into Track mode.
16.84014 INFO Goes into Escape mode.
16.85677 INFO Goes into Track mode.
16.85678 INFO Goes into Escape mode.
16.88986 INFO Goes into Track mode.
16.88987 INFO Goes into Escape mode.
16.90638 INFO Goes into Track mode.
16.90639 INFO Goes into Escape mode.
16.92294 INFO Goes into Track mode.
16.92302 INFO Goes into Escape mode.
16.93958 INFO Goes into Track mode.
16.93959 INFO Goes into Escape mode.
16.97268 INFO Goes into Track mode.
16.97269 INFO Goes into Escape mode.
16.98923 INFO Goes into Track mode.
16.98924 INFO Goes into Escape mode.
17.00576 INFO Goes into Track mode.
17.00577 INFO Goes into Escape mode.
17.02235 INFO Goes into Track mode.
17.02237 INFO Goes into Escape mode.
17.03893 INFO Goes into Track mode.
17.03894 INFO Goes into Escape mode.
17.0721 INFO Goes into Track mode.
17.07211 INFO Goes into Escape mode.
17.08862 INFO Goes into Track mode.
17.08864 INFO Goes into Escape mode.
17.1052 INFO Goes into Track mode.
17.10521 INFO Goes into Escape mode.
17.12189 INFO Goes into Track mode.
17.1219 INFO Goes into Escape mode.
17.13853 INFO Goes into Track mode.
17.13854 INFO Goes into Escape mode.
17.17149 INFO Goes into Track mode.
17.1715 INFO Goes into Escape mode.
17.18807 INFO Goes into Track mode.
17.18808 INFO Goes into Escape mode.
17.20461 INFO Goes into Track mode.
17.20462 INFO Goes into Escape mode.
17.22116 INFO Goes into Track mode.
17.22118 INFO Goes into Escape mode.
17.23772 INFO Goes into Track mode.
17.23773 INFO Goes into Escape mode.
17.27105 INFO Goes into Track mode.
17.27107 INFO Goes into Escape mode.
17.28742 INFO Goes into Track mode.
17.28743 INFO Goes into Escape mode.
17.30424 INFO Goes into Track mode.
17.30426 INFO Goes into Escape mode.
17.32068 INFO Goes into Track mode.
17.32069 INFO Goes into Escape mode.
17.33716 INFO Goes into Track mode.
17.33717 INFO Goes into Escape mode.
17.37034 INFO Goes into Track mode.
17.37036 INFO Goes into Escape mode.
17.38712 INFO Goes into Track mode.
17.38714 INFO Goes into Escape mode.
17.40345 INFO Goes into Track mode.
17.40346 INFO Goes into Escape mode.
17.41999 INFO Goes into Track mode.
17.42001 INFO Goes into Escape mode.
17.4365 INFO Goes into Track mode.
17.43652 INFO Goes into Escape mode.
17.46971 INFO Goes into Track mode.
17.46972 INFO Goes into Escape mode.
17.48624 INFO Goes into Track mode.
17.48626 INFO Goes into Escape mode.
17.50279 INFO Goes into Track mode.
17.5028 INFO Goes into Escape mode.
17.51934 INFO Goes into Track mode.
17.51935 INFO Goes into Escape mode.
17.55247 INFO Goes into Track mode.
17.55248 INFO Goes into Escape mode.
17.56902 INFO Goes into Track mode.
17.56903 INFO Goes into Escape mode.
17.5856 INFO Goes into Track mode.
17.58562 INFO Goes into Escape mode.
17.60218 INFO Goes into Track mode.
17.6022 INFO Goes into Escape mode.
17.61902 INFO Goes into Track mode.
17.61903 INFO Goes into Escape mode.
17.6519 INFO Goes into Track mode.
17.65191 INFO Goes into Escape mode.
17.66867 INFO Goes into Track mode.
17.66869 INFO Goes into Escape mode.
17.68533 INFO Goes into Track mode.
17.68534 INFO Goes into Escape mode.
17.70164 INFO Goes into Track mode.
17.70166 INFO Goes into Escape mode.
17.71811 INFO Goes into Track mode.
17.71813 INFO Goes into Escape mode.
17.7513 INFO Goes into Track mode.
17.75131 INFO Goes into Escape mode.
17.76783 INFO Goes into Track mode.
17.76785 INFO Goes into Escape mode.
17.78449 INFO Goes into Track mode.
17.7845 INFO Goes into Escape mode.
17.80097 INFO Goes into Track mode.
17.80098 INFO Goes into Escape mode.
17.81748 INFO Goes into Track mode.
17.81749 INFO Goes into Escape mode.
17.85064 INFO Goes into Track mode.
17.85065 INFO Goes into Escape mode.
17.86725 INFO Goes into Track mode.
17.86727 INFO Goes into Escape mode.
17.88384 INFO Goes into Track mode.
17.88385 INFO Goes into Escape mode.
17.90052 INFO Goes into Track mode.
17.90054 INFO Goes into Escape mode.
17.91699 INFO Goes into Track mode.
17.917 INFO Goes into Escape mode.
17.95016 INFO Goes into Track mode.
17.95017 INFO Goes into Escape mode.
17.96673 INFO Goes into Track mode.
17.96674 INFO Goes into Escape mode.
17.98325 INFO Goes into Track mode.
17.98326 INFO Goes into Escape mode.
17.99979 INFO Goes into Track mode.
17.99981 INFO Goes into Escape mode.
18.01636 INFO Goes into Track mode.
18.0165 INFO Goes into Escape mode.
18.05921 INFO Goes into Track mode.
18.05923 INFO Goes into Escape mode.
18.06613 INFO Goes into Track mode.
18.06614 INFO Goes into Escape mode.
18.08264 INFO Goes into Track mode.
18.08265 INFO Goes into Escape mode.
18.09915 INFO Goes into Track mode.
18.09916 INFO Goes into Escape mode.
18.1323 INFO Goes into Track mode.
18.13232 INFO Goes into Escape mode.
18.14888 INFO Goes into Track mode.
18.14889 INFO Goes into Escape mode.
18.16542 INFO Goes into Track mode.
18.16543 INFO Goes into Escape mode.
18.18204 INFO Goes into Track mode.
18.18205 INFO Goes into Escape mode.
18.19855 INFO Goes into Track mode.
18.19856 INFO Goes into Escape mode.
18.2317 INFO Goes into Track mode.
18.23172 INFO Goes into Escape mode.
18.24834 INFO Goes into Track mode.
18.24835 INFO Goes into Escape mode.
18.26493 INFO Goes into Track mode.
18.26495 INFO Goes into Escape mode.
18.2814 INFO Goes into Track mode.
18.28141 INFO Goes into Escape mode.
18.29793 INFO Goes into Track mode.
18.29794 INFO Goes into Escape mode.
18.33106 INFO Goes into Track mode.
18.33107 INFO Goes into Escape mode.
18.34766 INFO Goes into Track mode.
18.34767 INFO Goes into Escape mode.
18.36427 INFO Goes into Track mode.
18.36428 INFO Goes into Escape mode.
18.3808 INFO Goes into Track mode.
18.38082 INFO Goes into Escape mode.
18.39738 INFO Goes into Track mode.
18.3974 INFO Goes into Escape mode.
18.43058 INFO Goes into Track mode.
18.43059 INFO Goes into Escape mode.
18.44708 INFO Goes into Track mode.
18.44709 INFO Goes into Escape mode.
18.46364 INFO Goes into Track mode.
18.46365 INFO Goes into Escape mode.
18.48023 INFO Goes into Track mode.
18.48025 INFO Goes into Escape mode.
18.49677 INFO Goes into Track mode.
18.49679 INFO Goes into Escape mode.
18.5299 INFO Goes into Track mode.
18.52992 INFO Goes into Escape mode.
18.54644 INFO Goes into Track mode.
18.54646 INFO Goes into Escape mode.
18.5632 INFO Goes into Track mode.
18.56321 INFO Goes into Escape mode.
18.57957 INFO Goes into Track mode.
18.57958 INFO Goes into Escape mode.
18.59627 INFO Goes into Track mode.
18.59628 INFO Goes into Escape mode.
18.6294 INFO Goes into Track mode.
18.62942 INFO Goes into Escape mode.
18.64598 INFO Goes into Track mode.
18.64599 INFO Goes into Escape mode.
18.66245 INFO Goes into Track mode.
18.66246 INFO Goes into Escape mode.
18.67902 INFO Goes into Track mode.
18.67903 INFO Goes into Escape mode.
18.71216 INFO Goes into Track mode.
18.71217 INFO Goes into Escape mode.
18.72871 INFO Goes into Track mode.
18.72872 INFO Goes into Escape mode.
18.74526 INFO Goes into Track mode.
18.74527 INFO Goes into Escape mode.
18.76196 INFO Goes into Track mode.
18.76197 INFO Goes into Escape mode.
18.77841 INFO Goes into Track mode.
18.77843 INFO Goes into Escape mode.
18.81157 INFO Goes into Track mode.
18.81158 INFO Goes into Escape mode.
18.8281 INFO Goes into Track mode.
18.82812 INFO Goes into Escape mode.
18.84468 INFO Goes into Track mode.
18.84469 INFO Goes into Escape mode.
18.86127 INFO Goes into Track mode.
18.86129 INFO Goes into Escape mode.
18.87782 INFO Goes into Track mode.
18.87784 INFO Goes into Escape mode.
18.91121 INFO Goes into Track mode.
18.91122 INFO Goes into Escape mode.
18.92752 INFO Goes into Track mode.
18.92753 INFO Goes into Escape mode.
18.94408 INFO Goes into Track mode.
18.94409 INFO Goes into Escape mode.
18.96067 INFO Goes into Track mode.
18.96068 INFO Goes into Escape mode.
18.97722 INFO Goes into Track mode.
18.97724 INFO Goes into Escape mode.
