Time : 2/2/2017 4:02:55 AM
1.489933 INFO Goes into Track mode.
4.480772 INFO Goes into Dodge mode.
4.547403 INFO Goes into Track mode.
4.563954 INFO Goes into Dodge mode.
5.127222 INFO Goes into Track mode.
5.161016 INFO Has hit obstacle
5.210058 INFO Goes into Dodge mode.
5.889353 INFO Goes into Track mode.
11.63798 INFO Goes into Dodge mode.
12.30133 INFO Has hit obstacle
12.73136 INFO Goes into Track mode.
15.78032 INFO Has hit NightHunter_AI_B2.
18.66225 INFO Goes into Escape mode.
18.67881 INFO Goes into Track mode.
18.67882 INFO Goes into Escape mode.
18.71194 INFO Goes into Track mode.
18.71196 INFO Goes into Escape mode.
18.72848 INFO Goes into Track mode.
18.72851 INFO Goes into Escape mode.
18.74504 INFO Goes into Track mode.
18.74506 INFO Goes into Escape mode.
18.76173 INFO Goes into Track mode.
18.76175 INFO Goes into Escape mode.
18.77818 INFO Goes into Track mode.
18.77821 INFO Goes into Escape mode.
18.81134 INFO Goes into Track mode.
18.81136 INFO Goes into Escape mode.
18.82788 INFO Goes into Track mode.
18.8279 INFO Goes into Escape mode.
18.84446 INFO Goes into Track mode.
18.84448 INFO Goes into Escape mode.
18.86105 INFO Goes into Track mode.
18.86107 INFO Goes into Escape mode.
18.8776 INFO Goes into Track mode.
18.87762 INFO Goes into Escape mode.
18.91099 INFO Goes into Track mode.
18.91101 INFO Goes into Escape mode.
18.92729 INFO Goes into Track mode.
18.92731 INFO Goes into Escape mode.
18.94386 INFO Goes into Track mode.
18.94388 INFO Goes into Escape mode.
18.96044 INFO Goes into Track mode.
18.96047 INFO Goes into Escape mode.
18.97701 INFO Goes into Track mode.
18.97703 INFO Goes into Escape mode.
19.01013 INFO Goes into Track mode.
19.01015 INFO Goes into Escape mode.
19.02668 INFO Goes into Track mode.
19.0267 INFO Goes into Escape mode.
19.04326 INFO Goes into Track mode.
19.04329 INFO Goes into Escape mode.
19.05981 INFO Goes into Track mode.
19.05984 INFO Goes into Escape mode.
19.07675 INFO Goes into Track mode.
19.07677 INFO Goes into Escape mode.
19.10951 INFO Goes into Track mode.
19.10954 INFO Goes into Escape mode.
19.1261 INFO Goes into Track mode.
19.12613 INFO Goes into Escape mode.
19.14267 INFO Goes into Track mode.
19.14269 INFO Goes into Escape mode.
19.15932 INFO Goes into Track mode.
19.15934 INFO Goes into Escape mode.
19.19242 INFO Goes into Track mode.
19.19245 INFO Goes into Escape mode.
19.20901 INFO Goes into Track mode.
19.20904 INFO Goes into Escape mode.
19.22552 INFO Goes into Track mode.
19.22554 INFO Goes into Escape mode.
19.24218 INFO Goes into Track mode.
19.2422 INFO Goes into Escape mode.
19.25864 INFO Goes into Track mode.
19.25866 INFO Goes into Escape mode.
19.29178 INFO Goes into Track mode.
19.29181 INFO Goes into Escape mode.
19.30834 INFO Goes into Track mode.
19.30837 INFO Goes into Escape mode.
19.3249 INFO Goes into Track mode.
19.32492 INFO Goes into Escape mode.
19.34149 INFO Goes into Track mode.
19.34151 INFO Goes into Escape mode.
19.35802 INFO Goes into Track mode.
19.35805 INFO Goes into Escape mode.
19.39115 INFO Goes into Track mode.
19.39117 INFO Goes into Escape mode.
19.40772 INFO Goes into Track mode.
19.40775 INFO Goes into Escape mode.
19.42427 INFO Goes into Track mode.
19.4243 INFO Goes into Escape mode.
19.44083 INFO Goes into Track mode.
19.44085 INFO Goes into Escape mode.
19.45739 INFO Goes into Track mode.
19.45741 INFO Goes into Escape mode.
19.49059 INFO Goes into Track mode.
19.49061 INFO Goes into Escape mode.
19.50706 INFO Goes into Track mode.
19.50709 INFO Goes into Escape mode.
19.52363 INFO Goes into Track mode.
19.52365 INFO Goes into Escape mode.
19.54018 INFO Goes into Track mode.
19.5402 INFO Goes into Escape mode.
19.55691 INFO Goes into Track mode.
19.55693 INFO Goes into Escape mode.
19.58987 INFO Goes into Track mode.
19.5899 INFO Goes into Escape mode.
19.60647 INFO Goes into Track mode.
19.60649 INFO Goes into Escape mode.
19.62302 INFO Goes into Track mode.
19.62304 INFO Goes into Escape mode.
19.63964 INFO Goes into Track mode.
19.63971 INFO Goes into Escape mode.
19.65627 INFO Goes into Track mode.
