Time : 2/2/2017 4:02:55 AM
1.49051 INFO Goes into Track mode.
4.563995 INFO Goes into Escape mode.
4.580546 INFO Goes into Track mode.
4.580568 INFO Goes into Escape mode.
4.597165 INFO Goes into Track mode.
4.597187 INFO Goes into Escape mode.
4.630346 INFO Goes into Track mode.
4.630369 INFO Goes into Escape mode.
4.646782 INFO Goes into Track mode.
4.646802 INFO Goes into Escape mode.
4.663373 INFO Goes into Track mode.
4.663394 INFO Goes into Escape mode.
4.679906 INFO Goes into Track mode.
4.679926 INFO Goes into Escape mode.
4.696522 INFO Goes into Track mode.
4.696541 INFO Goes into Escape mode.
4.729618 INFO Goes into Track mode.
4.729639 INFO Goes into Escape mode.
4.746154 INFO Goes into Track mode.
4.746174 INFO Goes into Escape mode.
4.762757 INFO Goes into Track mode.
4.762778 INFO Goes into Escape mode.
4.77934 INFO Goes into Track mode.
4.779363 INFO Goes into Escape mode.
4.796109 INFO Goes into Track mode.
4.796129 INFO Goes into Escape mode.
4.829029 INFO Goes into Track mode.
4.82905 INFO Goes into Escape mode.
4.845603 INFO Goes into Track mode.
4.845624 INFO Goes into Escape mode.
4.862181 INFO Goes into Track mode.
4.862202 INFO Goes into Escape mode.
4.878702 INFO Goes into Track mode.
4.878723 INFO Goes into Escape mode.
4.911826 INFO Goes into Track mode.
4.911845 INFO Goes into Escape mode.
4.928408 INFO Goes into Track mode.
4.928429 INFO Goes into Escape mode.
4.944967 INFO Goes into Track mode.
4.944989 INFO Goes into Escape mode.
4.961562 INFO Goes into Track mode.
4.961585 INFO Goes into Escape mode.
4.978116 INFO Goes into Track mode.
4.978137 INFO Goes into Escape mode.
5.011231 INFO Goes into Track mode.
5.01127 INFO Goes into Escape mode.
5.027788 INFO Goes into Track mode.
5.027807 INFO Goes into Escape mode.
5.044346 INFO Goes into Track mode.
5.044365 INFO Goes into Escape mode.
5.060956 INFO Goes into Track mode.
5.060976 INFO Goes into Escape mode.
5.077525 INFO Goes into Track mode.
5.077546 INFO Goes into Escape mode.
5.11066 INFO Goes into Track mode.
5.110683 INFO Goes into Escape mode.
5.127264 INFO Goes into Track mode.
5.127277 INFO Goes into Escape mode.
5.143827 INFO Goes into Track mode.
5.143849 INFO Goes into Escape mode.
5.160375 INFO Goes into Track mode.
5.160398 INFO Goes into Escape mode.
5.176941 INFO Goes into Track mode.
5.176964 INFO Goes into Escape mode.
5.210094 INFO Goes into Track mode.
5.210107 INFO Goes into Escape mode.
5.226634 INFO Goes into Track mode.
5.226654 INFO Goes into Escape mode.
5.243211 INFO Goes into Track mode.
5.243233 INFO Goes into Escape mode.
5.259772 INFO Goes into Track mode.
5.259792 INFO Goes into Escape mode.
5.276429 INFO Goes into Track mode.
5.276451 INFO Goes into Escape mode.
5.3095 INFO Goes into Track mode.
5.30952 INFO Goes into Escape mode.
5.325994 INFO Goes into Track mode.
5.326014 INFO Goes into Escape mode.
5.342586 INFO Goes into Track mode.
5.342606 INFO Goes into Escape mode.
5.35916 INFO Goes into Track mode.
5.35918 INFO Goes into Escape mode.
5.392311 INFO Goes into Track mode.
5.392332 INFO Goes into Escape mode.
5.408895 INFO Goes into Track mode.
5.408916 INFO Goes into Escape mode.
5.425409 INFO Goes into Track mode.
5.42543 INFO Goes into Escape mode.
5.442093 INFO Goes into Track mode.
5.442114 INFO Goes into Escape mode.
5.458567 INFO Goes into Track mode.
5.458587 INFO Goes into Escape mode.
5.491687 INFO Goes into Track mode.
5.491708 INFO Goes into Escape mode.
5.508271 INFO Goes into Track mode.
5.508291 INFO Goes into Escape mode.
5.524816 INFO Goes into Track mode.
5.524837 INFO Goes into Escape mode.
5.541396 INFO Goes into Track mode.
5.541408 INFO Goes into Escape mode.
5.557982 INFO Goes into Track mode.
5.557993 INFO Goes into Escape mode.
5.591228 INFO Goes into Track mode.
5.591239 INFO Goes into Escape mode.
5.607753 INFO Goes into Track mode.
5.607764 INFO Goes into Escape mode.
5.624232 INFO Goes into Track mode.
5.624244 INFO Goes into Escape mode.
5.640847 INFO Goes into Track mode.
5.640917 INFO Goes into Escape mode.
5.657405 INFO Goes into Track mode.
5.657417 INFO Goes into Escape mode.
5.69059 INFO Goes into Track mode.
5.690604 INFO Goes into Escape mode.
5.707081 INFO Goes into Track mode.
5.707093 INFO Goes into Escape mode.
5.723652 INFO Goes into Track mode.
5.723664 INFO Goes into Escape mode.
5.740217 INFO Goes into Track mode.
5.74023 INFO Goes into Escape mode.
5.756823 INFO Goes into Track mode.
5.756835 INFO Goes into Escape mode.
5.789918 INFO Goes into Track mode.
5.78993 INFO Goes into Escape mode.
5.806517 INFO Goes into Track mode.
5.806529 INFO Goes into Escape mode.
5.823062 INFO Goes into Track mode.
5.823075 INFO Goes into Escape mode.
5.839614 INFO Goes into Track mode.
