Time : 2/2/2017 4:02:55 AM
1.492672 INFO Goes into Track mode.
6.98283 INFO Goes into Escape mode.
6.99939 INFO Goes into Track mode.
6.999403 INFO Goes into Escape mode.
7.032581 INFO Goes into Track mode.
7.032594 INFO Goes into Escape mode.
7.049079 INFO Goes into Track mode.
7.049092 INFO Goes into Escape mode.
7.065756 INFO Goes into Track mode.
7.065769 INFO Goes into Escape mode.
7.082222 INFO Goes into Track mode.
7.082235 INFO Goes into Escape mode.
7.098747 INFO Goes into Track mode.
7.098759 INFO Goes into Escape mode.
7.131921 INFO Goes into Track mode.
7.131934 INFO Goes into Escape mode.
7.148481 INFO Goes into Track mode.
7.148495 INFO Goes into Escape mode.
7.165016 INFO Goes into Track mode.
7.165029 INFO Goes into Escape mode.
7.181591 INFO Goes into Track mode.
7.181603 INFO Goes into Escape mode.
7.198211 INFO Goes into Track mode.
7.198223 INFO Goes into Escape mode.
7.231455 INFO Goes into Track mode.
7.231468 INFO Goes into Escape mode.
7.247988 INFO Goes into Track mode.
7.248002 INFO Goes into Escape mode.
7.264794 INFO Goes into Track mode.
7.264809 INFO Goes into Escape mode.
7.281016 INFO Goes into Track mode.
7.281029 INFO Goes into Escape mode.
7.297537 INFO Goes into Track mode.
7.297551 INFO Goes into Escape mode.
7.330698 INFO Goes into Track mode.
7.33071 INFO Goes into Escape mode.
7.347218 INFO Goes into Track mode.
7.347229 INFO Goes into Escape mode.
7.363804 INFO Goes into Track mode.
7.363817 INFO Goes into Escape mode.
7.380375 INFO Goes into Track mode.
7.38039 INFO Goes into Escape mode.
7.39703 INFO Goes into Track mode.
7.397043 INFO Goes into Escape mode.
7.430061 INFO Goes into Track mode.
7.430073 INFO Goes into Escape mode.
7.446638 INFO Goes into Track mode.
7.44665 INFO Goes into Escape mode.
7.463215 INFO Goes into Track mode.
7.463228 INFO Goes into Escape mode.
7.479995 INFO Goes into Track mode.
7.480012 INFO Goes into Escape mode.
7.496345 INFO Goes into Track mode.
7.496367 INFO Goes into Escape mode.
7.529507 INFO Goes into Track mode.
7.529519 INFO Goes into Escape mode.
7.546121 INFO Goes into Track mode.
7.546133 INFO Goes into Escape mode.
7.562729 INFO Goes into Track mode.
7.562743 INFO Goes into Escape mode.
7.579171 INFO Goes into Track mode.
7.579185 INFO Goes into Escape mode.
7.612408 INFO Goes into Track mode.
7.612422 INFO Goes into Escape mode.
7.62889 INFO Goes into Track mode.
7.628903 INFO Goes into Escape mode.
7.645458 INFO Goes into Track mode.
7.645472 INFO Goes into Escape mode.
7.661994 INFO Goes into Track mode.
7.662006 INFO Goes into Escape mode.
7.67858 INFO Goes into Track mode.
7.678592 INFO Goes into Escape mode.
7.711725 INFO Goes into Track mode.
7.711738 INFO Goes into Escape mode.
7.728348 INFO Goes into Track mode.
7.728371 INFO Goes into Escape mode.
7.744812 INFO Goes into Track mode.
7.744824 INFO Goes into Escape mode.
7.761428 INFO Goes into Track mode.
7.761441 INFO Goes into Escape mode.
7.777999 INFO Goes into Track mode.
7.778011 INFO Goes into Escape mode.
7.81109 INFO Goes into Track mode.
7.811103 INFO Goes into Escape mode.
7.827655 INFO Goes into Track mode.
7.827667 INFO Goes into Escape mode.
7.844227 INFO Goes into Track mode.
7.84424 INFO Goes into Escape mode.
7.860806 INFO Goes into Track mode.
7.860819 INFO Goes into Escape mode.
7.87733 INFO Goes into Track mode.
7.877342 INFO Goes into Escape mode.
7.91074 INFO Goes into Track mode.
7.910753 INFO Goes into Escape mode.
7.927229 INFO Goes into Track mode.
7.927241 INFO Goes into Escape mode.
7.943645 INFO Goes into Track mode.
7.943658 INFO Goes into Escape mode.
7.960184 INFO Goes into Track mode.
7.960196 INFO Goes into Escape mode.
7.976758 INFO Goes into Track mode.
7.97677 INFO Goes into Escape mode.
8.009932 INFO Goes into Track mode.
8.009944 INFO Goes into Escape mode.
8.026463 INFO Goes into Track mode.
8.026474 INFO Goes into Escape mode.
8.04314 INFO Goes into Track mode.
8.043153 INFO Goes into Escape mode.
8.059644 INFO Goes into Track mode.
8.059714 INFO Goes into Escape mode.
8.076224 INFO Goes into Track mode.
8.076238 INFO Goes into Escape mode.
8.10934 INFO Goes into Track mode.
8.109352 INFO Goes into Escape mode.
8.125939 INFO Goes into Track mode.
8.125952 INFO Goes into Escape mode.
8.142473 INFO Goes into Track mode.
8.142487 INFO Goes into Escape mode.
8.159039 INFO Goes into Track mode.
8.159051 INFO Goes into Escape mode.
8.192209 INFO Goes into Track mode.
8.192223 INFO Goes into Escape mode.
8.208838 INFO Goes into Track mode.
8.208851 INFO Goes into Escape mode.
8.225306 INFO Goes into Track mode.
8.225318 INFO Goes into Escape mode.
8.24188 INFO Goes into Track mode.
8.241893 INFO Goes into Escape mode.
8.258479 INFO Goes into Track mode.
8.258492 INFO Goes into Escape mode.
8.291632 INFO Goes into Track mode.
8.291643 INFO Goes into Escape mode.
8.308136 INFO Goes into Track mode.
8.308148 INFO Goes into Escape mode.
8.324698 INFO Goes into Track mode.
8.324712 INFO Goes into Escape mode.
8.34124 INFO Goes into Track mode.
8.341252 INFO Goes into Escape mode.
8.357846 INFO Goes into Track mode.
8.357858 INFO Goes into Escape mode.
8.391015 INFO Goes into Track mode.
8.391028 INFO Goes into Escape mode.
8.407609 INFO Goes into Track mode.
8.40762 INFO Goes into Escape mode.
8.424294 INFO Goes into Track mode.
8.424305 INFO Goes into Escape mode.
8.440735 INFO Goes into Track mode.
8.440748 INFO Goes into Escape mode.
8.457285 INFO Goes into Track mode.
8.457299 INFO Goes into Escape mode.
8.490382 INFO Goes into Track mode.
8.490396 INFO Goes into Escape mode.
8.506954 INFO Goes into Track mode.
8.506966 INFO Goes into Escape mode.
8.523518 INFO Goes into Track mode.
8.52353 INFO Goes into Escape mode.
8.540334 INFO Goes into Track mode.
8.540347 INFO Goes into Escape mode.
8.556648 INFO Goes into Track mode.
8.55666 INFO Goes into Escape mode.
8.589832 INFO Goes into Track mode.
8.589845 INFO Goes into Escape mode.
8.606465 INFO Goes into Track mode.
8.606482 INFO Goes into Escape mode.
8.622942 INFO Goes into Track mode.
8.622954 INFO Goes into Escape mode.
8.639495 INFO Goes into Track mode.
8.639507 INFO Goes into Escape mode.
8.656081 INFO Goes into Track mode.
8.656095 INFO Goes into Escape mode.
8.689342 INFO Goes into Track mode.
8.689354 INFO Goes into Escape mode.
8.705797 INFO Goes into Track mode.
8.705809 INFO Goes into Escape mode.
8.722308 INFO Goes into Track mode.
8.722323 INFO Goes into Escape mode.
8.738914 INFO Goes into Track mode.
8.738926 INFO Goes into Escape mode.
8.772036 INFO Goes into Track mode.
8.772049 INFO Goes into Escape mode.
8.788598 INFO Goes into Track mode.
8.78861 INFO Goes into Escape mode.
8.805161 INFO Goes into Track mode.
8.805174 INFO Goes into Escape mode.
8.821744 INFO Goes into Track mode.
8.821758 INFO Goes into Escape mode.
8.838266 INFO Goes into Track mode.
8.838279 INFO Goes into Escape mode.
8.871445 INFO Goes into Track mode.
8.871458 INFO Goes into Escape mode.
8.887992 INFO Goes into Track mode.
8.888005 INFO Goes into Escape mode.
8.904556 INFO Goes into Track mode.
8.904571 INFO Goes into Escape mode.
8.92111 INFO Goes into Track mode.
8.921122 INFO Goes into Escape mode.
8.937715 INFO Goes into Track mode.
8.937727 INFO Goes into Escape mode.
8.970878 INFO Goes into Track mode.
8.97089 INFO Goes into Escape mode.
8.987408 INFO Goes into Track mode.
8.987429 INFO Goes into Escape mode.
9.003963 INFO Goes into Track mode.
9.003975 INFO Goes into Escape mode.
9.020633 INFO Goes into Track mode.
9.020645 INFO Goes into Escape mode.
9.037129 INFO Goes into Track mode.
9.037143 INFO Goes into Escape mode.
9.070268 INFO Goes into Track mode.
9.070281 INFO Goes into Escape mode.
9.08685 INFO Goes into Track mode.
9.086864 INFO Goes into Escape mode.
9.103379 INFO Goes into Track mode.
9.103393 INFO Goes into Escape mode.
9.119925 INFO Goes into Track mode.
9.119937 INFO Goes into Escape mode.
9.136518 INFO Goes into Track mode.
9.13653 INFO Goes into Escape mode.
9.169644 INFO Goes into Track mode.
9.16975 INFO Goes into Escape mode.
9.186381 INFO Goes into Track mode.
9.186394 INFO Goes into Escape mode.
9.202871 INFO Goes into Track mode.
9.202884 INFO Goes into Escape mode.
9.219356 INFO Goes into Track mode.
9.219368 INFO Goes into Escape mode.
9.252494 INFO Goes into Track mode.
9.252507 INFO Goes into Escape mode.
9.269069 INFO Goes into Track mode.
9.269081 INFO Goes into Escape mode.
9.285631 INFO Goes into Track mode.
9.285645 INFO Goes into Escape mode.
9.302185 INFO Goes into Track mode.
9.302198 INFO Goes into Escape mode.
9.31874 INFO Goes into Track mode.
9.318752 INFO Goes into Escape mode.
9.35191 INFO Goes into Track mode.
9.351923 INFO Goes into Escape mode.
9.368429 INFO Goes into Track mode.
9.368451 INFO Goes into Escape mode.
9.385024 INFO Goes into Track mode.
9.385036 INFO Goes into Escape mode.
9.401923 INFO Goes into Track mode.
9.401936 INFO Goes into Escape mode.
9.41817 INFO Goes into Track mode.
9.418183 INFO Goes into Escape mode.
9.451298 INFO Goes into Track mode.
9.45131 INFO Goes into Escape mode.
9.467864 INFO Goes into Track mode.
9.467877 INFO Goes into Escape mode.
9.484689 INFO Goes into Track mode.
9.4847 INFO Goes into Escape mode.
9.501081 INFO Goes into Track mode.
9.501094 INFO Goes into Escape mode.
9.517631 INFO Goes into Track mode.
9.517645 INFO Goes into Escape mode.
9.550724 INFO Goes into Track mode.
