Time : 2/2/2017 4:02:55 AM
1.495436 INFO Goes into Track mode.
5.724653 INFO Has hit NightHunter_AI_B2 (3).
5.724684 INFO Has hit NightHunter_AI_B2 (3).
5.823631 INFO Has hit NightHunter_AI_B2 (4).
5.923252 INFO Has hit NightHunter_AI_B2 (3).
6.022663 INFO Has hit NightHunter_AI_B2 (4).
6.221383 INFO Has hit NightHunter_AI_B2 (4).
6.287613 INFO Has hit NightHunter_AI_B2 (1).
6.370512 INFO Has hit NightHunter_AI_B2 (5).
6.469848 INFO Has hit NightHunter_AI_B2 (4).
6.469873 INFO Has hit NightHunter_AI_B2 (4).
6.900147 INFO Goes into Escape mode.
6.916673 INFO Goes into Track mode.
6.916684 INFO Goes into Escape mode.
6.949809 INFO Goes into Track mode.
6.94982 INFO Goes into Escape mode.
6.96636 INFO Goes into Track mode.
6.966372 INFO Goes into Escape mode.
6.982954 INFO Goes into Track mode.
6.982966 INFO Goes into Escape mode.
6.999527 INFO Goes into Track mode.
6.999539 INFO Goes into Escape mode.
7.032975 INFO Goes into Track mode.
7.032991 INFO Goes into Escape mode.
7.049212 INFO Goes into Track mode.
7.049224 INFO Goes into Escape mode.
7.065887 INFO Goes into Track mode.
7.0659 INFO Goes into Escape mode.
7.082353 INFO Goes into Track mode.
7.082366 INFO Goes into Escape mode.
7.098863 INFO Goes into Track mode.
7.098874 INFO Goes into Escape mode.
7.132051 INFO Goes into Track mode.
7.132064 INFO Goes into Escape mode.
7.148612 INFO Goes into Track mode.
7.148625 INFO Goes into Escape mode.
7.16515 INFO Goes into Track mode.
7.165163 INFO Goes into Escape mode.
7.181725 INFO Goes into Track mode.
7.181736 INFO Goes into Escape mode.
7.198347 INFO Goes into Track mode.
7.198368 INFO Goes into Escape mode.
7.231609 INFO Goes into Track mode.
7.231621 INFO Goes into Escape mode.
7.248119 INFO Goes into Track mode.
7.248131 INFO Goes into Escape mode.
7.26493 INFO Goes into Track mode.
7.264943 INFO Goes into Escape mode.
7.281148 INFO Goes into Track mode.
7.281162 INFO Goes into Escape mode.
7.29766 INFO Goes into Track mode.
7.297672 INFO Goes into Escape mode.
7.330824 INFO Goes into Track mode.
7.330835 INFO Goes into Escape mode.
7.347349 INFO Goes into Track mode.
7.347369 INFO Goes into Escape mode.
7.363935 INFO Goes into Track mode.
7.363946 INFO Goes into Escape mode.
7.380517 INFO Goes into Track mode.
7.380528 INFO Goes into Escape mode.
7.397158 INFO Goes into Track mode.
7.397171 INFO Goes into Escape mode.
7.430189 INFO Goes into Track mode.
7.4302 INFO Goes into Escape mode.
7.446999 INFO Goes into Track mode.
7.44701 INFO Goes into Escape mode.
7.463349 INFO Goes into Track mode.
7.463361 INFO Goes into Escape mode.
7.480126 INFO Goes into Track mode.
7.480137 INFO Goes into Escape mode.
7.496552 INFO Goes into Track mode.
7.496564 INFO Goes into Escape mode.
7.529631 INFO Goes into Track mode.
7.529643 INFO Goes into Escape mode.
7.546247 INFO Goes into Track mode.
7.546258 INFO Goes into Escape mode.
7.562867 INFO Goes into Track mode.
7.562879 INFO Goes into Escape mode.
7.579298 INFO Goes into Track mode.
7.579309 INFO Goes into Escape mode.
7.612544 INFO Goes into Track mode.
7.612558 INFO Goes into Escape mode.
7.629022 INFO Goes into Track mode.
7.629034 INFO Goes into Escape mode.
7.645607 INFO Goes into Track mode.
7.645618 INFO Goes into Escape mode.
7.662117 INFO Goes into Track mode.
7.662128 INFO Goes into Escape mode.
7.678706 INFO Goes into Track mode.
7.678718 INFO Goes into Escape mode.
7.711858 INFO Goes into Track mode.
7.711871 INFO Goes into Escape mode.
7.728495 INFO Goes into Track mode.
7.728507 INFO Goes into Escape mode.
7.74493 INFO Goes into Track mode.
7.744941 INFO Goes into Escape mode.
7.761559 INFO Goes into Track mode.
7.761574 INFO Goes into Escape mode.
7.778123 INFO Goes into Track mode.
7.778134 INFO Goes into Escape mode.
7.811215 INFO Goes into Track mode.
7.811241 INFO Goes into Escape mode.
7.827785 INFO Goes into Track mode.
7.827797 INFO Goes into Escape mode.
7.844368 INFO Goes into Track mode.
7.84438 INFO Goes into Escape mode.
7.860936 INFO Goes into Track mode.
7.861 INFO Goes into Escape mode.
7.877477 INFO Goes into Track mode.
7.877489 INFO Goes into Escape mode.
7.910874 INFO Goes into Track mode.
7.910887 INFO Goes into Escape mode.
7.927354 INFO Goes into Track mode.
